10000
         34621426 function calls (34606623 primitive calls) in 9.130 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 core.py:5262(__init__)
       43    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
       26    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:467(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
       21    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
      114    0.000    0.000    0.000    0.000 core.py:889(postParse)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       47    0.000    0.000    0.000    0.000 results.py:297(__bool__)
        1    0.000    0.000    0.000    0.000 image.py:819(AxesImage)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        6    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
        4    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 transforms.py:2332(CompositeGenericTransform)
       25    0.000    0.000    0.000    0.000 getlimits.py:709(min)
        3    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        2    0.000    0.000    0.000    0.000 core.py:3924(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
        3    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
       51    0.000    0.000    0.000    0.000 __init__.py:280(<genexpr>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       30    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 widgets.py:94(AxesWidget)
        1    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 getlimits.py:722(max)
       17    0.000    0.000    0.000    0.000 inspect.py:2877(__hash__)
        2    0.000    0.000    0.000    0.000 traceback.py:445(extended_frame_gen)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
       40    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:2100(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
        3    0.000    0.000    0.000    0.000 core.py:5443(_generateDefaultName)
       33    0.000    0.000    0.000    0.000 core.py:5028(recurse)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        6    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
       25    0.000    0.000    0.000    0.000 helpers.py:275(<genexpr>)
       20    0.000    0.000    0.000    0.000 inspect.py:3137(<genexpr>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
       13    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
       91    0.000    0.000    0.000    0.000 results.py:30(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 contour.py:551(ContourSet)
        6    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 widgets.py:3662(LassoSelector)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:26(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 platform.py:921(uname_result)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 transforms.py:1277(Transform)
        1    0.000    0.000    0.000    0.000 Image.py:3744(register_extensions)
        4    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2615(_arraymethod)
        6    0.000    0.000    0.000    0.000 __editable___omibio_0_1_4_post3_finder.py:15(find_spec)
       22    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       74    0.000    0.000    0.000    0.000 util.py:264(no_escape_re_range_char)
        3    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       12    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        1    0.000    0.000    0.000    0.000 records.py:280(recarray)
        9    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:640(iinfo)
       55    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       10    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:31(ImagePalette)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
        2    0.000    0.000    0.000    0.000 traceback.py:293(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 ImageFile.py:870(PyEncoder)
        2    0.000    0.000    0.000    0.000 traceback.py:329(__getitem__)
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
        3    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 widgets.py:3133(RectangleSelector)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 Image.py:3668(register_open)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3737(PolygonSelector)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:166(basename)
        1    0.000    0.000    0.000    0.000 rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 message.py:983(MIMEPart)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       59    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        2    0.000    0.000    0.000    0.000 tokenize.py:388(find_cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
       43    0.000    0.000    0.000    0.000 multiarray.py:1106(copyto)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 colors.py:1003(LinearSegmentedColormap)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
       59    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
        1    0.000    0.000    0.000    0.000 __init__.py:453(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:101(CompleteDirs)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(Affine2D)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
        6    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        7    0.000    0.000    0.000    0.000 _axes.py:49(_make_axes_method)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 ticker.py:2042(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ImageFile.py:114(ImageFile)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 write_fastq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RangeSlider)
        5    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        7    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
       59    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:15(__config_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
       10    0.000    0.000    0.000    0.000 enum.py:807(__members__)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:100(check_in_list)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        1    0.000    0.000    0.000    0.000 seq_entry.py:7(SeqEntry)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1308(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 core.py:6742(MaskedConstant)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:464(__exit__)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2627(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
       26    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        5    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
        1    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.000    0.000 scale.py:422(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:529(Spines)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:827(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
       15    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
       30    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 unicode.py:282(Hangul)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 widgets.py:1281(TextBox)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:255(iTXt)
       11    0.000    0.000    0.000    0.000 results.py:300(__iter__)
       70    0.000    0.000    0.000    0.000 inspect.py:3115(return_annotation)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 __init__.py:163(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
       28    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:177(_PlistParser)
        1    0.000    0.000    0.000    0.000 exceptions.py:318(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 core.py:8745(_convert2ma)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 message.py:416(__getitem__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
       37    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        8    0.000    0.000    0.000    0.000 core.py:5463(stopOn)
        3    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:421(YTick)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        4    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        2    0.000    0.000    0.000    0.000 Image.py:3733(register_extension)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:326(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        3    0.000    0.000    0.000    0.000 enum.py:1571(__repr__)
        1    0.000    0.000    0.000    0.000 _trifinder.py:27(TrapezoidMapTriFinder)
        2    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 layout_engine.py:32(LayoutEngine)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 font_manager.py:309(FontEntry)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(TransformedBbox)
        1    0.000    0.000    0.000    0.000 colors.py:3231(LightSource)
        1    0.000    0.000    0.000    0.000 ensure_path.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 _dtype_like.py:35(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3473(_Backend)
        1    0.000    0.000    0.000    0.000 backend_tools.py:162(ToolToggleBase)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        9    0.000    0.000    0.000    0.000 core.py:4568(<genexpr>)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 patches.py:3217(_Base)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 widgets.py:2980(ToolHandles)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3270(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        1    0.000    0.000    0.000    0.000 tempfile.py:865(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 within_range.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        6    0.000    0.000    0.000    0.000 __editable___python_learning_0_1_0_finder.py:15(find_spec)
        2    0.000    0.000    0.000    0.000 warnings.py:488(__enter__)
        1    0.000    0.000    0.000    0.000 ticker.py:160(_DummyAxis)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1142(OffsetImage)
        2    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
       34    0.000    0.000    0.000    0.000 dataclasses.py:1323(<genexpr>)
        8    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 core.py:5275(PrecededBy)
        2    0.000    0.000    0.000    0.000 scale.py:713(get_scale_names)
        1    0.000    0.000    0.000    0.000 colors.py:563(ColorConverter)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:415(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:161(ChunkStream)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1425(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 version.py:69(_BaseVersion)
        4    0.000    0.000    0.000    0.000 core.py:3847(parseImpl)
        4    0.000    0.000    0.000    0.000 core.py:5599(_generateDefaultName)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 seq_interval.py:6(SeqInterval)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        4    0.000    0.000    0.000    0.000 __init__.py:443(<genexpr>)
       39    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 core.py:1377(make_mask_descr)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:985(_DOF_estimator)
        4    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
       34    0.000    0.000    0.000    0.000 core.py:2158(recurse)
       11    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
       21    0.000    0.000    0.000    0.000 core.py:4231(recurse)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 core.py:6415(Suppress)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        6    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
        1    0.000    0.000    0.000    0.000 ImageFile.py:453(StubHandler)
        1    0.000    0.000    0.000    0.000 _internal.py:631(_Stream)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1745(ParserState)
        1    0.000    0.000    0.000    0.000 Image.py:3210(SupportsArrayInterface)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 clean.py:23(CleanReport)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 header.py:545(_Accumulator)
        1    0.000    0.000    0.000    0.000 image.py:1315(FigureImage)
        1    0.000    0.000    0.000    0.000 backend_tools.py:929(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
       15    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 image.py:1007(NonUniformImage)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:26(Iterator)
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       19    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 scale.py:218(LogTransform)
        1    0.000    0.000    0.000    0.000 records.py:197(record)
       23    0.000    0.000    0.000    0.000 results.py:27(__init__)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 dates.py:1062(DateLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 plistlib.py:77(UID)
        1    0.000    0.000    0.000    0.000 ticker.py:1140(LogitFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2172(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        6    0.000    0.000    0.000    0.000 core.py:4087(parseImpl)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1451(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
       24    0.000    0.000    0.000    0.000 core.py:4739(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        9    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:4815(Each)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2293(vectorize)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       16    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1062(Char)
        1    0.000    0.000    0.000    0.000 image.py:1381(BboxImage)
        1    0.000    0.000    0.000    0.000 core.py:1363(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:41(_DTypeDict)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:426(EpollSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:656(RcParams)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
       11    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 core.py:2641(NoMatch)
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 _abc.py:167(suffix)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 patches.py:2563(Round)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        5    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 collections.py:1947(CircleCollection)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        5    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
       34    0.000    0.000    0.000    0.000 dataclasses.py:1232(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1686(TransformWrapper)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traceback.py:380(walk_stack)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
